"model","index_px","index_py","index_pz","index_sx","index_sy","index_sz","bounds_px","bounds_py","bounds_pz","bounds_sx","bounds_sy","bounds_sz","actual_dipole_moment","actual_dipole_position","actual_dipole_freq","success","found_dipole_moment","found_dipole_position","found_dipole_frequency"
"low","1","0","0","0","3","0","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-10.0, -6.0)","(2.0, 6.0)","(2.5, 2.7)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","0","3","1","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-10.0, -6.0)","(2.0, 6.0)","(2.7, 2.9)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","0","3","2","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-10.0, -6.0)","(2.0, 6.0)","(2.9, 3.1)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","0","3","3","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-10.0, -6.0)","(2.0, 6.0)","(3.1, 3.3)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","0","3","4","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-10.0, -6.0)","(2.0, 6.0)","(3.3, 3.5)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","0","4","0","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-10.0, -6.0)","(6.0, 10.0)","(2.5, 2.7)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","0","4","1","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-10.0, -6.0)","(6.0, 10.0)","(2.7, 2.9)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","0","4","2","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-10.0, -6.0)","(6.0, 10.0)","(2.9, 3.1)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","0","4","3","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-10.0, -6.0)","(6.0, 10.0)","(3.1, 3.3)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","0","4","4","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-10.0, -6.0)","(6.0, 10.0)","(3.3, 3.5)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","1","0","0","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-6.0, -2.0)","(-10.0, -6.0)","(2.5, 2.7)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","1","0","1","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-6.0, -2.0)","(-10.0, -6.0)","(2.7, 2.9)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","1","0","2","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-6.0, -2.0)","(-10.0, -6.0)","(2.9, 3.1)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","1","0","3","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-6.0, -2.0)","(-10.0, -6.0)","(3.1, 3.3)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","1","0","4","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-6.0, -2.0)","(-10.0, -6.0)","(3.3, 3.5)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","1","1","0","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-6.0, -2.0)","(-6.0, -2.0)","(2.5, 2.7)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","1","1","1","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-6.0, -2.0)","(-6.0, -2.0)","(2.7, 2.9)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","1","1","2","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-6.0, -2.0)","(-6.0, -2.0)","(2.9, 3.1)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","1","1","3","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-6.0, -2.0)","(-6.0, -2.0)","(3.1, 3.3)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","1","1","4","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-6.0, -2.0)","(-6.0, -2.0)","(3.3, 3.5)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","1","2","0","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-6.0, -2.0)","(-2.0, 2.0)","(2.5, 2.7)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","1","2","1","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-6.0, -2.0)","(-2.0, 2.0)","(2.7, 2.9)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","1","2","2","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-6.0, -2.0)","(-2.0, 2.0)","(2.9, 3.1)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","1","2","3","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-6.0, -2.0)","(-2.0, 2.0)","(3.1, 3.3)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","1","2","4","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-6.0, -2.0)","(-2.0, 2.0)","(3.3, 3.5)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","1","3","0","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-6.0, -2.0)","(2.0, 6.0)","(2.5, 2.7)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","1","3","1","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-6.0, -2.0)","(2.0, 6.0)","(2.7, 2.9)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","1","3","2","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-6.0, -2.0)","(2.0, 6.0)","(2.9, 3.1)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","1","3","3","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-6.0, -2.0)","(2.0, 6.0)","(3.1, 3.3)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","1","3","4","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-6.0, -2.0)","(2.0, 6.0)","(3.3, 3.5)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","1","4","0","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-6.0, -2.0)","(6.0, 10.0)","(2.5, 2.7)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","1","4","1","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-6.0, -2.0)","(6.0, 10.0)","(2.7, 2.9)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","1","4","2","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-6.0, -2.0)","(6.0, 10.0)","(2.9, 3.1)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","1","4","3","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-6.0, -2.0)","(6.0, 10.0)","(3.1, 3.3)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","1","4","4","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-6.0, -2.0)","(6.0, 10.0)","(3.3, 3.5)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","2","0","0","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-2.0, 2.0)","(-10.0, -6.0)","(2.5, 2.7)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","2","0","1","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-2.0, 2.0)","(-10.0, -6.0)","(2.7, 2.9)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","2","0","2","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-2.0, 2.0)","(-10.0, -6.0)","(2.9, 3.1)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","2","0","3","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-2.0, 2.0)","(-10.0, -6.0)","(3.1, 3.3)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","2","0","4","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-2.0, 2.0)","(-10.0, -6.0)","(3.3, 3.5)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","2","1","0","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-2.0, 2.0)","(-6.0, -2.0)","(2.5, 2.7)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","2","1","1","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-2.0, 2.0)","(-6.0, -2.0)","(2.7, 2.9)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","2","1","2","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-2.0, 2.0)","(-6.0, -2.0)","(2.9, 3.1)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","2","1","3","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-2.0, 2.0)","(-6.0, -2.0)","(3.1, 3.3)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","2","1","4","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-2.0, 2.0)","(-6.0, -2.0)","(3.3, 3.5)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","2","2","0","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-2.0, 2.0)","(-2.0, 2.0)","(2.5, 2.7)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","2","2","1","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-2.0, 2.0)","(-2.0, 2.0)","(2.7, 2.9)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","2","2","2","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-2.0, 2.0)","(-2.0, 2.0)","(2.9, 3.1)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","2","2","3","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-2.0, 2.0)","(-2.0, 2.0)","(3.1, 3.3)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","2","2","4","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-2.0, 2.0)","(-2.0, 2.0)","(3.3, 3.5)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","2","3","0","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-2.0, 2.0)","(2.0, 6.0)","(2.5, 2.7)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","2","3","1","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-2.0, 2.0)","(2.0, 6.0)","(2.7, 2.9)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","2","3","2","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-2.0, 2.0)","(2.0, 6.0)","(2.9, 3.1)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","2","3","3","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-2.0, 2.0)","(2.0, 6.0)","(3.1, 3.3)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","2","3","4","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-2.0, 2.0)","(2.0, 6.0)","(3.3, 3.5)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","2","4","0","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-2.0, 2.0)","(6.0, 10.0)","(2.5, 2.7)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","2","4","1","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-2.0, 2.0)","(6.0, 10.0)","(2.7, 2.9)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","2","4","2","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-2.0, 2.0)","(6.0, 10.0)","(2.9, 3.1)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","2","4","3","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-2.0, 2.0)","(6.0, 10.0)","(3.1, 3.3)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","2","4","4","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(-2.0, 2.0)","(6.0, 10.0)","(3.3, 3.5)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","3","0","0","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(2.0, 6.0)","(-10.0, -6.0)","(2.5, 2.7)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","3","0","1","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(2.0, 6.0)","(-10.0, -6.0)","(2.7, 2.9)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","3","0","2","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(2.0, 6.0)","(-10.0, -6.0)","(2.9, 3.1)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","3","0","3","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(2.0, 6.0)","(-10.0, -6.0)","(3.1, 3.3)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","3","0","4","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(2.0, 6.0)","(-10.0, -6.0)","(3.3, 3.5)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","3","1","0","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(2.0, 6.0)","(-6.0, -2.0)","(2.5, 2.7)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","3","1","1","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(2.0, 6.0)","(-6.0, -2.0)","(2.7, 2.9)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","3","1","2","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(2.0, 6.0)","(-6.0, -2.0)","(2.9, 3.1)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","3","1","3","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(2.0, 6.0)","(-6.0, -2.0)","(3.1, 3.3)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","3","1","4","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(2.0, 6.0)","(-6.0, -2.0)","(3.3, 3.5)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","3","2","0","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(2.0, 6.0)","(-2.0, 2.0)","(2.5, 2.7)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","3","2","1","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(2.0, 6.0)","(-2.0, 2.0)","(2.7, 2.9)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","3","2","2","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(2.0, 6.0)","(-2.0, 2.0)","(2.9, 3.1)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","3","2","3","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(2.0, 6.0)","(-2.0, 2.0)","(3.1, 3.3)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","3","2","4","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(2.0, 6.0)","(-2.0, 2.0)","(3.3, 3.5)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","3","3","0","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(2.0, 6.0)","(2.0, 6.0)","(2.5, 2.7)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","3","3","1","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(2.0, 6.0)","(2.0, 6.0)","(2.7, 2.9)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","3","3","2","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(2.0, 6.0)","(2.0, 6.0)","(2.9, 3.1)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","3","3","3","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(2.0, 6.0)","(2.0, 6.0)","(3.1, 3.3)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","3","3","4","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(2.0, 6.0)","(2.0, 6.0)","(3.3, 3.5)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","3","4","0","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(2.0, 6.0)","(6.0, 10.0)","(2.5, 2.7)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
"low","1","0","0","3","4","1","(-6.666666666666666, -3.333333333333333)","(-10.0, -6.666666666666666)","(-10.0, -3.333333333333333)","(2.0, 6.0)","(6.0, 10.0)","(2.7, 2.9)","(-1.9443892410744588, -6.221537995677158, 5.592388480581515)","(1.8087672324818271, -5.012714179961428, 4.171331614506319)","22","False","","",""
